DateTime,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_lag_1hr,PT08.S1(CO)_lag_1hr,C6H6(GT)_lag_1hr,PT08.S2(NMHC)_lag_1hr,NOx(GT)_lag_1hr,PT08.S3(NOx)_lag_1hr,NO2(GT)_lag_1hr,PT08.S4(NO2)_lag_1hr,PT08.S5(O3)_lag_1hr,T_lag_1hr,RH_lag_1hr,AH_lag_1hr,CO(GT)_roll_24hr,PT08.S1(CO)_roll_24hr,C6H6(GT)_roll_24hr,PT08.S2(NMHC)_roll_24hr,NOx(GT)_roll_24hr,PT08.S3(NOx)_roll_24hr,NO2(GT)_roll_24hr,PT08.S4(NO2)_roll_24hr,PT08.S5(O3)_roll_24hr,T_roll_24hr,RH_roll_24hr,AH_roll_24hr,hour,day_of_week,month
2004-03-11 17:00:00,1.3089814909422943,0.2946205994115246,0.7684088480058816,0.7890268847495017,0.17944457972531663,-0.9623293917511198,1.0720503418498448,-0.5011966128233628,0.07292769187544415,0.8854255754649956,-0.24784263441589804,-0.11201773069399953,-0.22895037753711145,1.1697284429131263,0.48255648766350495,0.41107009873356615,-0.1867823483663679,-0.9735075037540568,1.2811888887403393,-0.40591032202484373,-0.5404517715556856,0.9091608569378473,-0.9377887819042438,-0.9060587351584883,-0.8877692553565528,2.5875913985155625,-0.5259256609551426,0.011377361361017139,-0.6398331769403738,-0.9747422209837345,0.9535312308730043,-0.623402608895478,0.7946141944640339,-0.005296532884489091,-0.9651680460090543
2004-03-11 18:00:00,2.2302461739454986,1.4205547298331571,-0.11505719500173718,1.8634722560487709,0.9392198110057015,-0.9054001051393585,0.8743674149523815,-0.5310131482334243,0.5970957279304195,1.3088177797169678,0.16614627535926965,0.29467734441170257,0.05234617602135189,0.7681710051698143,0.5712205361109911,0.7889119881953658,0.17940939604724013,-0.9621213940094152,1.071846652624392,-0.5013308427086405,-0.42931638070620604,0.973404047365064,-0.845954183033224,-0.8320683169238947,-0.8519960333935901,2.5215587444467236,-0.47406308237560024,0.07139243605546752,-0.6191560652433105,-0.9921673591504204,1.002642695627163,-0.6181905955364089,0.9390669920320015,-0.005296532884489091,-0.9651680460090543
2004-03-11 19:00:00,2.7397334607578765,2.0569522818106014,-0.5250868896033593,2.5910843000742374,1.674084378965418,-0.9737152490734722,1.170891805298577,-0.46790148161546097,2.019837540079639,2.230044773583896,1.5365923215115498,1.4206201912321186,0.26613155672578404,-0.11525535786547225,0.9258767299009357,1.8633998613523584,0.9391949881979235,-0.9051908452862077,0.8741345407371092,-0.531149755422327,-0.2474584684070583,1.0892452753526034,-0.6602212864401507,-0.6876108337039742,-0.7648960147011592,2.400284764989555,-0.36487870641866843,0.1896574361886489,-0.5118110598372794,-1.011176600786805,1.0719765282212697,-0.6068033630640279,1.083519789599969,-0.005296532884489091,-0.9651680460090543
2004-03-11 20:00:00,2.5047644380727156,1.7406363388158954,-0.3517753692047355,2.1822637398408617,1.5495310623620764,-0.9851011063958244,1.0836787493144018,-0.5141171115010561,2.618886724142468,2.7395112171618186,2.4787739782412417,2.057022669869745,0.8399765259850492,-0.5252666364033803,1.3913629842502382,2.5910406875424647,1.674069577327273,-0.9735075037540568,1.1707027085680337,-0.468033056845024,-0.07570377345786267,1.158430249658838,-0.5054438726125895,-0.5615831982494466,-0.6964602857285348,2.2982810153190125,-0.2952736667461246,0.28727786459189764,-0.42675627413304723,-1.0233213940544954,1.1162731434897262,-0.6000502204981704,1.2279725871679366,-0.005296532884489091,-0.9651680460090543
2004-03-11 21:00:00,0.9832818555371213,0.5054978947413287,0.5528262250710081,0.7536056087726026,0.630327585829414,-1.0420303930075858,0.8627390074878246,-0.6915254971909216,2.618886724142468,2.5045518071099,1.9934076702289762,1.7407042781208657,0.6599467317076327,-0.3519629001141615,1.2362008994671374,2.1822039555857518,1.5495145622206037,-0.9848936134986983,1.0834767768530558,-0.5142523715512379,0.010173574016735012,1.1401165799895407,-0.46829729329397446,-0.5268917201028237,-0.6753074240460875,2.263594601703085,-0.2761664009536617,0.30615728706611084,-0.4147312871886555,-1.0333540493625872,1.129112742118264,-0.6048448446970673,1.372425384735904,-0.005296532884489091,-0.9651680460090543
2004-03-11 22:00:00,-0.6359106176200251,-0.7258748833452059,2.108402798404997,-0.3503574925074157,-0.5255271922495979,-1.144503108908756,0.8278537850941544,-0.8192396571973513,1.345907208008956,0.9831314687539122,0.3945539497179832,0.5055562722442889,0.03546838280784409,0.5525980649076152,0.5933865482228626,0.7534893110583221,0.6302985507333834,-1.0418241622219058,0.8625044165084452,-0.6916749021976727,0.005121965341758425,1.0508737769978855,-0.48687058295328206,-0.5504710841556063,-0.6868170693733014,2.294426969361687,-0.3184753466369728,0.28205916244455387,-0.4571120338585232,-1.0491950840595745,1.1413103608153758,-0.6153651919906302,1.5168781823038715,-0.005296532884489091,-0.9651680460090543
2004-03-11 23:00:00,-0.8778589182067251,-1.1777548019090718,2.5902933673182438,-0.5894511053514838,-1.1956240355755767,-1.144503108908756,0.6766844880549172,-0.8808604970448117,-0.45124034417953157,-0.6359947628909922,-0.7617599017230031,-0.7258260384924203,-0.7859175535828689,2.108104771113287,-0.5370800694825859,-0.35051745971287374,-0.5255719894565087,-1.144299149923679,0.827614043822454,-0.8193992449879632,-0.0049812520081936726,0.9683169169013714,-0.5085394208891405,-0.5832653720910853,-0.6998820721771661,2.320634481871499,-0.3771619487138232,0.2604168976570412,-0.5153305682112476,-1.0650361187565618,1.1464462002667908,-0.6281116148051096,1.6613309798718392,-0.005296532884489091,-0.9651680460090543
2004-03-12 00:00:00,-0.10083264516866923,-0.5149975880154017,1.8082779703976242,-0.22638302658826925,-0.5379825239099321,-1.1331172515864036,0.5429578022125153,-0.9352756741681736,-0.8256460842187998,-0.8779331653206907,-1.0615449743188143,-1.1777094552765337,-1.0503363139278243,2.5899736964052615,-1.2463924570624754,-0.5896205303879188,-1.1956779707303902,-1.144299149923679,0.6764224288498256,-0.8810249979295821,0.020276791366687648,0.9377941341192094,-0.48480688410224804,-0.5520972471937292,-0.6812177824573595,2.2731012483978215,-0.3498658547245905,0.26686352972140664,-0.5031589350846073,-1.0808771534535488,1.151903029683919,-0.6405797781794738,-1.661083364191414,0.4940755675581566,-0.9651680460090543
2004-03-12 01:00:00,-0.2683353148056154,-0.42462160430262863,1.7786881986222494,-0.21752770759404452,-0.4981254625968627,-1.2014323955205173,0.6127282469998557,-0.9675769208624068,-0.3014780481638243,-0.10093868059454394,-0.5904541459539681,-0.514947110659834,-0.6283914835901294,1.8079934229051275,-0.27108792414012745,-0.22653808973322073,-0.5380274909671756,-1.1329130401790375,0.542676000220193,-0.9354445136320598,0.06574126944147478,0.9110503625386474,-0.4528195519112183,-0.5095459810295127,-0.6591317062889216,2.223769460144058,-0.30346249494289446,0.2737706355046554,-0.48820102449524233,-1.0967181881505361,1.1509400597867796,-0.6554987650840788,-1.5166305666234465,0.4940755675581566,-0.9651680460090543
2004-03-12 02:00:00,-0.5288950231297539,-0.8426105289742045,2.40852762641237,-0.4359589094515883,-0.8468747490862197,-1.269747539454631,0.7348265253777008,-0.9755279969717565,-0.15171575214811703,-0.2684344976612582,-0.5190767477168702,-0.42457042730301137,-0.5665062418072675,1.7784049801240414,0.017070233314202585,-0.2176824204489598,-0.4981698861330414,-1.2012296986468864,0.6124567455921754,-0.9677483357385536,0.09099931281635665,0.8802368865871324,-0.43424626225191115,-0.4800040191702788,-0.6476220609617076,2.2127211950663916,-0.2611535492595838,0.2780683902142327,-0.47764249937333764,-1.1157274297869209,1.1576808490667614,-0.6701823016932016,-1.372177769055479,0.4940755675581566,-0.9651680460090543
